Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
21801053;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;464988.0;Pod køíkem;è.p.;428;4.0;;14700;743921.08;1048604.25;2017-06-27T00:00:00
21801291;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;471925.0;Táhlá;è.p.;452;9.0;;14700;744200.81;1049389.16;2017-06-27T00:00:00
21801339;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;459089.0;Na rozhledu;è.p.;456;11.0;;14700;743930.18;1048220.73;2017-06-27T00:00:00
21801380;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;447609.0;Havlovického;è.p.;461;16.0;;14700;743695.64;1050021.92;2017-06-27T00:00:00
21801410;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;466093.0;Polední;è.p.;464;20.0;;14700;743535.07;1050029.01;2017-06-27T00:00:00
21801797;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;449695.0;Jeremenkova;è.p.;503;42.0;;14700;743532.15;1047651.63;2017-06-27T00:00:00
21801886;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;460273.0;Na vıspì;è.p.;512;50.0;;14700;743589.7;1050112.25;2017-06-27T00:00:00
21801932;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;451835.0;Ke Krèi;è.p.;517;32.0;a;14700;744294.45;1048564.59;2017-06-27T00:00:00
21802068;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;479900.0;Zelináøská;è.p.;528;6.0;;14700;744320.24;1048619.2;2017-06-27T00:00:00
21802149;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;476366.0;V køovinách;è.p.;535;7.0;;14700;743339.7;1048095.15;2017-06-27T00:00:00
21802173;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;473961.0;U nás;è.p.;538;13.0;;14700;743505.3;1050164.97;2017-06-27T00:00:00
21802262;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;452785.0;Korandova;è.p.;547;47.0;;14700;743513.61;1050203.54;2017-06-27T00:00:00
21802441;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;455300.0;Machovcova;è.p.;563;12.0;;14700;743559.03;1049242.3;2017-06-27T00:00:00
21802459;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;478326.0;Vostrého;è.p.;564;3.0;;14700;743576.99;1049294.74;2017-06-27T00:00:00
21802670;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;464295.0;Poberova;è.p.;585;4.0;;14700;743397.52;1049788.65;2017-06-27T00:00:00
21802858;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;443484.0;Bezová;è.p.;603;3.0;;14700;744253.24;1048773.68;2017-06-27T00:00:00
21802882;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;449563.0;Jasná II;è.p.;606;9.0;;14700;743828.92;1048248.89;2017-06-27T00:00:00
21802904;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;449555.0;Jasná I;è.p.;608;2.0;;14700;743972.07;1048090.68;2017-06-27T00:00:00
21803340;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;475068.0;U Šálkovny;è.p.;651;3.0;;14700;743959.71;1048437.82;2017-06-27T00:00:00
21803625;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;451061.0;K Ryšánce;è.p.;679;3.0;;14700;743364.67;1048666.45;2017-06-27T00:00:00
21803641;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;473065.0;U Dobešky;è.p.;681;14.0;;14700;743559.09;1048133.25;2017-06-27T00:00:00
21803676;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;484954.0;Vítovcova;è.p.;684;30.0;;14700;743600.22;1049970.97;2017-06-27T00:00:00
21804117;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;474584.0;U Ryšánky;è.p.;727;6.0;;14700;743268.41;1048570.53;2017-06-27T00:00:00
21804141;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;504424.0;Skalákù;è.p.;730;7.0;;14700;743441.41;1049273.17;2017-06-27T00:00:00
21804818;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;479918.0;Zemanka;è.p.;795;1.0;;14700;743447.09;1048475.21;2017-06-27T00:00:00
21804931;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;461351.0;Nad pøívozem;è.p.;807;9.0;;14700;744258.36;1048357.52;2017-06-27T00:00:00
21805628;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;452017.0;Klánova;è.p.;876;55.0;;14700;743568.44;1050316.28;2017-06-27T00:00:00
21805652;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;445762.0;Dobrušská;è.p.;879;4.0;;14700;743458.85;1050300.5;2017-06-27T00:00:00
21805687;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;446734.0;Filosofská;è.p.;882;1.0;;14700;743315.62;1050278.97;2017-06-27T00:00:00
21805725;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;457248.0;Na dlouhé mezi;è.p.;886;27.0;;14700;743225.76;1050359.56;2017-06-27T00:00:00
21805784;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;461814.0;Nad Zemankou;è.p.;892;7.0;;14700;743370.8;1048432.68;2017-06-27T00:00:00
21806004;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;451789.0;Ke Klínku;è.p.;912;2.0;;14000;743061.62;1047970.93;2017-06-27T00:00:00
21806926;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;462659.0;Novodvorská;è.p.;1004;152.0;;14200;743215.94;1049628.06;2017-06-27T00:00:00
21807612;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;479501.0;Zálesí;è.p.;1073;7.0;;14200;742371.58;1050184.33;2017-06-27T00:00:00
21807884;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;450049.0;Jílovská;è.p.;1100;16.0;;14200;743188.27;1049905.09;2017-06-14T00:00:00
21807949;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;477389.0;Vavøenova;è.p.;1106;16.0;;14200;743329.44;1049878.24;2017-06-27T00:00:00
21807990;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;484865.0;Nìmèická;è.p.;1111;6.0;;14200;742459.73;1050123.45;2017-06-27T00:00:00
21808015;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;461024.0;Nad lesním divadlem;è.p.;1113;18.0;;14200;742400.25;1050059.07;2017-06-27T00:00:00
21808791;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;480142.0;almanova;è.p.;1191;10.0;;14700;743699.49;1049316.23;2017-06-27T00:00:00
21809151;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;506770.0;Roškotova;è.p.;1225;1.0;;14000;742951.3;1048282.83;2017-06-14T00:00:00
21809852;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;500771.0;Saveljevova;è.p.;1288;3.0;;14700;743397.45;1048151.3;2017-06-27T00:00:00
21810061;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;484857.0;Mikuleckého;è.p.;1308;2.0;;14700;743095.18;1049267.89;2013-12-10T00:00:00
21811211;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;498459.0;Kovriginova;è.p.;1416;6.0;;14700;743429.74;1047919.96;2017-06-27T00:00:00
21812349;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;502359.0;Nad Šálkovnou;è.p.;1524;1.0;;14700;743928.72;1048381.59;2017-06-27T00:00:00
21812691;554782;Praha;500119;Praha 4;43;Praha 4;400203;Braník;503274.0;U ledáren;è.p.;1557;1.0;;14700;744823.83;1048944.2;2013-12-10T00:00:00
21814228;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;452475.0;Kvìtnového vítìzství;è.p.;2;85.0;;14900;736262.14;1049672.21;2022-10-11T00:00:00
21814236;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;481505.0;Demolièní;è.p.;12;4.0;;14900;736346.07;1049587.64;2017-06-27T00:00:00
21814252;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;468061.0;U pøehrady;è.p.;30;4.0;;14900;736159.7;1049622.28;2017-06-27T00:00:00
21814261;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;447501.0;Mirošovská;è.p.;31;18.0;;14900;736093.72;1049704.98;2017-06-27T00:00:00
21814287;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;499641.0;Mírového hnutí;è.p.;33;24.0;;14900;736320.15;1049554.09;2017-06-27T00:00:00
21814309;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;448648.0;Pacajevova;è.p.;35;36.0;;14900;736453.17;1049728.5;2017-06-27T00:00:00
21814384;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;467430.0;Starobylá;è.p.;45;11.0;;14900;736330.9;1049893.14;2017-06-27T00:00:00
21814414;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;450111.0;Kazimírova;è.p.;48;24.0;;14900;736191.38;1049776.93;2017-06-27T00:00:00
21814449;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;472671.0;Stachova;è.p.;51;5.0;;14900;735848.43;1049741.82;2017-06-27T00:00:00
21814465;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498751.0;U transformaèní stanice;è.p.;53;7.0;;14900;735895.73;1049853.01;2017-06-27T00:00:00
21814481;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;481432.0;Vıstavní;è.p.;54;;;14900;736158.86;1049636.59;2017-06-27T00:00:00
21814490;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;471861.0;Kryštofova;è.p.;55;34.0;;14900;736099.44;1049842.51;2017-06-27T00:00:00
21814619;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;477044.0;K jezeru;è.p.;74;1.0;;14900;735685.09;1049835.09;2017-06-27T00:00:00
21814732;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498769.0;Mandova;è.p.;96;;;14900;735789.63;1049787.53;2017-06-27T00:00:00
21814783;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;481513.0;K Milíèovu;è.p.;100;8.0;;14900;735228.11;1050694.45;2017-06-12T00:00:00
21814881;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;446980.0;Prašná;è.p.;109;38.0;;14900;736521.0;1049731.32;2017-06-27T00:00:00
21815143;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;472808.0;Wagnerova;è.p.;138;4.0;;14900;735963.37;1049810.91;2017-06-27T00:00:00
21815399;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498742.0;V Hájích;è.p.;177;64.0;;14900;735647.72;1049700.0;2017-06-27T00:00:00
21815551;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498726.0;Staòkova;è.p.;194;40.0;;14900;735761.88;1049578.22;2017-06-27T00:00:00
21815585;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498718.0;Nad úpadem;è.p.;198;69.0;;14900;735718.43;1049551.86;2017-06-27T00:00:00
21815631;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;508861.0;Za rybáøstvím;è.p.;203;3.0;;14900;736249.06;1049910.38;2017-06-27T00:00:00
21815801;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;508942.0;Ke cvièišti;è.p.;231;8.0;;14900;735033.2;1050568.11;2020-01-13T00:00:00
21816921;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498939.0;Otická;è.p.;346;24.0;;14900;735170.55;1050242.39;2017-06-27T00:00:00
21816981;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498947.0;Klivarova;è.p.;352;11.0;;14900;735166.63;1050303.04;2017-06-27T00:00:00
21817367;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498734.0;Jarešova;è.p.;391;5.0;;14900;735940.89;1049715.05;2017-06-27T00:00:00
21818355;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498483.0;Hviezdoslavova;è.p.;501;9.0;;14900;736340.53;1049997.14;2017-06-27T00:00:00
21818576;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;499030.0;Emilie Hyblerové;è.p.;521;5.0;;14900;736176.37;1050026.72;2018-02-22T00:00:00
21818711;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;499013.0;Anny Drabíkové;è.p.;534;3.0;;14900;736020.4;1050017.7;2017-06-27T00:00:00
21818746;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;499471.0;Kosmická;è.p.;537;2.0;;14900;735913.45;1050128.33;2017-06-27T00:00:00
21818754;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498971.0;Mendelova;è.p.;538;25.0;;14900;735863.19;1050058.95;2017-06-27T00:00:00
21818819;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498963.0;Horèièkova;è.p.;544;12.0;;14900;735823.19;1050125.57;2018-06-27T00:00:00
21818886;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;499005.0;Plickova;è.p.;551;25.0;;14900;735692.53;1049902.96;2017-06-27T00:00:00
21818967;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498980.0;Kropáèkova;è.p.;557;2.0;;14900;735673.13;1050129.84;2017-06-27T00:00:00
21819122;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498998.0;Nešporova;è.p.;573;2.0;;14900;735506.49;1050044.85;2017-06-27T00:00:00
21819157;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;499048.0;Kupeckého;è.p.;576;17.0;;14900;736293.8;1050218.46;2017-06-14T00:00:00
21819165;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498891.0;Štichova;è.p.;577;31.0;;14900;735428.15;1050209.46;2017-06-27T00:00:00
21819408;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498858.0;Steinerova;è.p.;601;18.0;;14900;735685.34;1050399.91;2017-06-27T00:00:00
21819483;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498866.0;Mejstøíkova;è.p.;609;2.0;;14900;735813.13;1050453.42;2017-06-27T00:00:00
21819548;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498874.0;Køtinská;è.p.;615;7.0;;14900;735669.69;1050478.62;2017-06-27T00:00:00
21819572;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;447811.0;Hlavatého;è.p.;618;1.0;;14900;735613.41;1050563.46;2017-06-27T00:00:00
21819688;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498904.0;Borošova;è.p.;629;5.0;;14900;735459.51;1050480.72;2017-06-27T00:00:00
21819718;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498912.0;Rašova;è.p.;632;1.0;;14900;735343.27;1050498.05;2017-06-14T00:00:00
21819947;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498921.0;Janouchova;è.p.;655;3.0;;14900;735469.61;1050244.69;2017-06-27T00:00:00
21820104;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498823.0;Ocelíkova;è.p.;672;1.0;;14900;735862.46;1050574.37;2017-06-14T00:00:00
21820139;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498793.0;Støíbrského;è.p.;675;30.0;;14900;735864.45;1050730.45;2018-02-22T00:00:00
21820287;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498777.0;Novomeského;è.p.;690;6.0;;14900;736150.56;1050689.85;2018-02-22T00:00:00
21820325;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498785.0;Sulanského;è.p.;694;2.0;;14900;736204.5;1050544.6;2017-06-27T00:00:00
21820392;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498807.0;Cyprichova;è.p.;701;11.0;;14900;736047.88;1050547.58;2023-03-10T00:00:00
21820538;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498831.0;Mnichovická;è.p.;715;12.0;;14900;735864.76;1050504.3;2017-06-27T00:00:00
21820597;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498815.0;Tatarkova;è.p.;721;26.0;;14900;735994.21;1050509.25;2017-06-14T00:00:00
21820732;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;499463.0;Bajkonurská;è.p.;736;4.0;;14900;736035.22;1050374.44;2017-06-07T00:00:00
21821038;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;499021.0;Aneky Malé;è.p.;767;3.0;;14900;736234.56;1050133.78;2017-06-27T00:00:00
21821135;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;466131.0;Brechtova;è.p.;777;2.0;;14900;736895.57;1049659.1;2017-06-27T00:00:00
21821186;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;499676.0;Matúškova;è.p.;782;2.0;;14900;736950.72;1049519.33;2024-03-28T00:00:00
21821241;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;499668.0;Schulhoffova;è.p.;788;13.0;;14900;736799.06;1049512.67;2017-06-27T00:00:00
21821411;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;499692.0;Hekrova;è.p.;805;25.0;;14900;736749.26;1049375.86;2017-06-27T00:00:00
21821437;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;499684.0;Dubnova;è.p.;807;1.0;;14900;736851.57;1049408.24;2017-06-27T00:00:00
21821691;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;499498.0;Arkalycká;è.p.;833;1.0;;14900;736073.74;1050197.45;2017-06-27T00:00:00
21821917;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;499064.0;Exnárova;è.p.;855;1.0;;14900;735287.92;1050591.45;2017-06-27T00:00:00
21821968;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;499757.0;Boháèova;è.p.;860;7.0;;14900;736591.15;1049531.19;2017-06-27T00:00:00
21822069;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;498467.0;Opatovská;è.p.;870;21.0;;14900;736202.26;1050311.53;2017-06-14T00:00:00
21822166;554782;Praha;547034;Praha 11;43;Praha 4;400220;Háje;481661.0;U rybáøství;è.p.;1001;5.0;;14900;736310.54;1049770.84;2017-06-27T00:00:00
21822336;554782;Praha;500119;Praha 4;43;Praha 4;128091;Hodkovièky;464902.0;Pod kopcem;è.p.;2;2.0;;14700;744815.86;1049927.13;2021-02-24T00:00:00
21822344;554782;Praha;500119;Praha 4;43;Praha 4;128091;Hodkovièky;476153.0;V Hodkovièkách;è.p.;2;15.0;;14700;744805.61;1049934.21;2021-02-24T00:00:00
21822387;554782;Praha;500119;Praha 4;43;Praha 4;128091;Hodkovièky;476498.0;V náklích;è.p.;6;5.0;;14700;745085.33;1049848.07;2017-06-14T00:00:00
21822565;554782;Praha;500119;Praha 4;43;Praha 4;128091;Hodkovièky;460699.0;Nad hájem;è.p.;27;11.0;;14700;744194.39;1049969.95;2017-06-23T00:00:00
21822611;554782;Praha;500119;Praha 4;43;Praha 4;128091;Hodkovièky;461016.0;Nad lesem;è.p.;35;47.0;;14700;744652.97;1050099.58;2017-06-23T00:00:00
21822646;554782;Praha;500119;Praha 4;43;Praha 4;128091;Hodkovièky;458341.0;Na lysinách;è.p.;39;4.0;;14700;744742.64;1050292.58;2017-06-23T00:00:00
21822689;554782;Praha;500119;Praha 4;43;Praha 4;128091;Hodkovièky;476480.0;V mokøinách;è.p.;43;6.0;;14700;744959.53;1050127.35;2017-06-23T00:00:00
21822794;554782;Praha;500119;Praha 4;43;Praha 4;128091;Hodkovièky;476412.0;V luèinách;è.p.;54;23.0;;14700;743690.39;1050457.96;2017-06-23T00:00:00
21822808;554782;Praha;500119;Praha 4;43;Praha 4;128091;Hodkovièky;461342.0;Nad pruhy;è.p.;55;5.0;;14700;743913.92;1049947.74;2017-06-23T00:00:00
21822816;554782;Praha;500119;Praha 4;43;Praha 4;128091;Hodkovièky;477133.0;V Zátiší;è.p.;56;33.0;;14700;743472.09;1050447.77;2017-06-23T00:00:00
21823111;554782;Praha;500119;Praha 4;43;Praha 4;128091;Hodkovièky;450693.0;K dubinám;è.p.;87;23.0;;14700;744766.66;1050379.73;2017-06-23T00:00:00
21823154;554782;Praha;500119;Praha 4;43;Praha 4;128091;Hodkovièky;461636.0;Nad údolím;è.p.;91;30.0;;14700;744511.38;1049863.7;2017-06-23T00:00:00
21823774;554782;Praha;500119;Praha 4;43;Praha 4;128091;Hodkovièky;457311.0;Na dubinì;è.p.;152;23.0;;14700;744004.91;1050281.71;2017-06-23T00:00:00
21824118;554782;Praha;500119;Praha 4;43;Praha 4;128091;Hodkovièky;450308.0;Jitøní;è.p.;185;6.0;;14700;744321.26;1049899.14;2017-06-14T00:00:00
21824266;554782;Praha;500119;Praha 4;43;Praha 4;128091;Hodkovièky;456110.0;Mezi stránìmi;è.p.;201;4.0;;14700;744582.49;1049720.2;2017-06-23T00:00:00
21824304;554782;Praha;500119;Praha 4;43;Praha 4;128091;Hodkovièky;456080.0;Mezi lysinami;è.p.;204;15.0;;14700;744722.38;1050375.88;2017-06-23T00:00:00
21825131;554782;Praha;500119;Praha 4;43;Praha 4;128091;Hodkovièky;484822.0;Stavbaøù;è.p.;287;9.0;;14700;744392.1;1049804.1;2017-06-23T00:00:00
21825181;554782;Praha;500119;Praha 4;43;Praha 4;128091;Hodkovièky;484831.0;Pùlnoèní;è.p.;292;6.0;;14700;744375.16;1049924.19;2017-06-23T00:00:00
21825211;554782;Praha;500119;Praha 4;43;Praha 4;128091;Hodkovièky;484849.0;Veèerní;è.p.;295;2.0;;14700;744419.81;1049959.6;2017-06-23T00:00:00
21825921;554782;Praha;500119;Praha 4;43;Praha 4;128091;Hodkovièky;504742.0;K Zátiší;è.p.;360;1.0;;14700;744518.14;1050538.98;2017-06-23T00:00:00
21827117;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;468037.0;Starochodovská;è.p.;5;;;14900;738049.97;1049791.78;2017-06-27T00:00:00
21827125;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;470066.0;U nové dálnice;è.p.;12;17.0;;14900;738658.99;1048900.86;2017-06-27T00:00:00
21827176;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;504475.0;U stojanu;è.p.;30;1.0;;14900;738695.59;1048882.77;2017-06-27T00:00:00
21827231;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;463710.0;7. kvìtna;è.p.;63;34.0;;14900;737926.52;1050164.27;2017-06-14T00:00:00
21827265;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;450901.0;Skøivanova;è.p.;67;4.0;;14900;737980.0;1049958.94;2017-06-27T00:00:00
21827273;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;453382.0;Laanského;è.p.;69;18.0;;14900;737906.39;1050098.89;2017-06-27T00:00:00
21827419;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;480339.0;Zimákova;è.p.;84;3.0;;14900;737882.24;1049497.91;2017-06-27T00:00:00
21827427;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;499625.0;Ledvinova;è.p.;86;9.0;;14900;738086.07;1049579.97;2017-06-14T00:00:00
21827435;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;458015.0;Leopoldova;è.p.;87;13.0;;14900;737247.32;1049298.17;2017-06-27T00:00:00
21827451;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;479497.0;Zakouøilova;è.p.;98;13.0;;14900;738443.22;1049764.03;2017-06-27T00:00:00
21827486;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;482561.0;Švabinského;è.p.;114;21.0;;14900;738042.52;1050166.26;2017-06-27T00:00:00
21827508;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;470970.0;Pod vodojemem;è.p.;116;18.0;;14900;737873.8;1050560.25;2017-06-27T00:00:00
21827524;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;498491.0;Ke stáèírnì;è.p.;133;;;14900;737455.18;1049755.11;2017-06-27T00:00:00
21827559;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;499706.0;Šalounova;è.p.;137;5.0;;14900;737427.61;1050743.69;2017-06-27T00:00:00
21827702;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;478440.0;Stıblova;è.p.;153;25.0;;14900;737613.05;1049567.03;2017-06-27T00:00:00
21827729;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;447510.0;Na sádce;è.p.;155;12.0;;14900;737804.68;1050028.16;2017-06-27T00:00:00
21827761;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;501751.0;Vápeníkova;è.p.;158;9.0;;14900;737695.8;1049598.15;2017-06-27T00:00:00
21827940;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;462322.0;Benkova;è.p.;177;6.0;;14900;737851.79;1049714.37;2017-06-27T00:00:00
21827958;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;502171.0;Dunovského;è.p.;177;;;14900;737850.97;1049709.46;2017-06-27T00:00:00
21828008;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;463485.0;Ke skále;è.p.;182;18.0;;14900;737056.3;1049431.19;2017-06-27T00:00:00
21828024;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;447285.0;Pištìkova;è.p.;183;2.0;;14900;737326.66;1049386.97;2017-06-27T00:00:00
21828245;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;447633.0;Hejplíkova;è.p.;203;4.0;;14900;737451.79;1049836.35;2017-06-27T00:00:00
21828458;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;463434.0;Medkova;è.p.;226;31.0;;14900;738217.45;1049964.85;2017-06-27T00:00:00
21828474;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;453463.0;K dubu;è.p.;228;10.0;;14900;738256.5;1049870.28;2017-06-27T00:00:00
21828512;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;476404.0;V lomech;è.p.;230;12.0;;14900;737807.47;1050597.48;2017-06-27T00:00:00
21828571;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;466964.0;Klecandova;è.p.;237;7.0;;14900;737736.72;1049704.22;2017-06-27T00:00:00
21828598;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;456349.0;Ke sv. Izidoru;è.p.;239;11.0;;14900;738149.28;1050087.18;2017-06-27T00:00:00
21829004;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;453943.0;U kolonie;è.p.;274;10.0;;14900;738022.19;1050394.26;2017-06-27T00:00:00
21829284;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;462837.0;Obrovského;è.p.;300;6.0;;14100;738764.25;1048407.27;2017-06-27T00:00:00
21829306;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;455318.0;Chodovecké námìstí;è.p.;302;7.0;;14100;738728.61;1048449.39;2017-06-27T00:00:00
21829349;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;473367.0;Zastrèená;è.p.;305;6.0;;14100;738713.85;1048544.82;2017-06-27T00:00:00
21829535;554782;Praha;547034;Praha 11;43;Praha 4;400211;Chodov;471411.0;Šperlova;è.p.;325;5.0;;14900;737262.24;1049704.14;2017-06-27T00:00:00
